8..64....2.97.146...1.92..718...5............4.7......5...68.7....1...2...62.78..,875643912239781465641592387182475639953826741467319258524968173798134526316257894,easy
..531...21.3.8..492...4.1....14.9.3.8.........5...79............28.7...44...5....,945316782163782549287945163671429835892531476354867921716294358528173694439658217,easy
....1....6...432....7......3..9....2.....71.9.415..3......5....4..67....29....63.,834216795659743218127895463378961542562437189941528376716359824483672951295184637,easy
......2.7.467..1........4.........2......87.492......6.8249..1..1...78.9..56.....,358149267246735198179862453834576921561928734927314586782493615613257849495681372,easy
..5..76...36...42.....4.........321...3.5...7..2.7.8.....4..56......27..6.1....8.,415827639736519428289346175574983216863251947192674853927438561358162794641795382,easy
7.5..21...64....2....65.......5...6...2..8..7...4..89....27.5......94.1.....1.4.8,735942186164783925298651743817539264942168357356427891481276539573894612629315478,easy
.7...1..28.........3...6..8...2.59....3.6.....52387.....57.....28...3..9..6.12...,674831592829574631531926748168245973743169285952387164415798326287653419396412857,easy
67.........2....143.......289...3..6124.6..8........9.....4.73826.9..1......7....,671492853952387614348651972895713426124569387736824591519246738267938145483175269,easy
..436.2...5.8.97..8...5.63...2..7.6....9..8.35..4...2.7.....3..................4.,974361285653829714821754639392587461467912853518436927786145392245693178139278546,easy
..643279....5...6....79..3.....7....85.......927......7...58...59......3..42....8,186432795379581462245796831461873259853924617927165384712358946598647123634219578,easy
471...82...2....9.9......7.3.48..............8.94.2.1........3....2.7..4136.9.7..,471965823682743591953128476314876259725319648869452317247681935598237164136594782,easy
8.2.....567...58.1.........14......8........6283...7..3.478.1.27...1.54......6...,832167495679345821415928673146572938597834216283691754354789162768213549921456387,easy
....78....5.4.3.....7........3.6............449682..3.38....97.5..2..38..72..94.6,931678245258413769647592813713964528825731694496825137384156972569247381172389456,easy
2.56.1..994.5...6..3.2...7.76.....................53..5..9...21......49.....37..5,275641839948573162136298574764319258352486917891725346583964721617852493429137685,easy
4...6...529....7.1..3..9....574.23...3......6..2.....4...5..........6912...9..4..,478163295296854731513279648657412389134798526982635174329541867745386912861927453,easy
.8....6.929..18...4.7.2...13.....2.......9..8.16...7..........4..9...1827.....3..,185743629293618547467925831348157296572369418916482753851236974639574182724891365,easy
1.9.......8.........7...6...5......94.8.5..6..7618..4.3.5.4..7...4.6..15...9...8.,149726358683591724527438691251674839438259167976183542315842976894367215762915483,easy
1..7.....738.5....5........325.....4.......68....2....2..14.57..4...68.......84.3,194783652738652149562491387325867914479315268816924735283149576947536821651278493,easy
....7.56....9............7892.8....387..3....5..6..4.7..5..469....3...4.....52...,148273569357968214692415378926847153874531926513629487735184692281396745469752831,easy
..3.46...1.........5.8.1........3...73..28...8...7......1..584..652..73..8..3.65.,293746518148352976657891324529613487736428195814579263371965842965284731482137659,easy
.5.7....114..2.9..78...4..53..54.........3.8.59.1724.....95..7.............2.1...,253769841146825937789314625362548719417693582598172463831956274625437198974281356,easy
5.6...........1.....172....7...5......94....2...26..3...7..59134...3.2..16.....5.,526384791378591624941726385732859146659413872814267539287645913495138267163972458,easy
....4..5...2.63.1....5.9..43.7.......2..54..9.....16..17..2....6....5....4561....,968142357452763918731589264317296485826354179594871632173928546689435721245617893,easy
...176.....2.........2..38.18.9....3.2.3.8..65...2.9............93...2.....6..57.,358176492472839615619254387184965723927348156536721948765492831893517264241683579,easy
8...........7....1....4.6.7...58.2...........75....4.94..2.....17...486..8967.5..,827361945546792381931845627314589276692437158758126439465218793173954862289673514,easy
...1..27..4.........6.9.....8.....2..2.7..6.31....49.891.....64..3...71......23.9,398146275741523896256897431684935127529781643137264958912378564863459712475612389,easy
.9.....5.5.3...79...6.8.2.4.7.......3.27..485..8...6..24......7..76........8...2.,894237156523146798716985234479568312362791485158423679241359867987612543635874921,easy
....13......26.3......97..5.6......4......7..79..41563........9....3.4....3954.16,846513972957268341321497685568379124134625798792841563415786239689132457273954816,easy
6...195..19..7.4...4.6...8.....6.1.........75..5..8.39....4..........7.8..3......,638419527192875463547632981879563142326194875415728639981247356264351798753986214,easy
5....3....428.7...8..14.....2.3..5.......8....34.921....7.1.82.4.9........3..5..9,591623487342857916876149235928361574165478392734592168657914823489236751213785649,easy
4....7.9.......8.....45.1....5.....8.97..1.4..12....53...1.........9.5.7..4.32...,481627395526319874739458162645273918397581246812946753278165439163894527954732681,medium
1...3...7.........38.1.....5.6..1.....8.7..95....62.1.7.96..8.....8...2...5..9.3.,194236587652798143387145269546981372218374695973562418729613854431857926865429731,medium
.6..35.7.95....2.............12.......26.43...75..3..9.4...2...32....4....79.....,264135978953768241718429563631297854892654317475813629146382795329571486587946132,medium
...5....3.487.26..5.3.6.27..7.28.....8....9............5...9..4.2.85.3..4.7......,762591843148732659593468271379285416284617935615943782856379124921854367437126598,medium
8..6..4....61....3.4..831..2.3.45..669..2....5.......9......2.8.....1..4.5.......,831692475726154893945783162213945786698327541574816329467539218389271654152468937,medium
29.3............7.7....9.6...9..21.6.5....7......6...34.........72..654.....75.1.,296357481584621379731849265349782156658913724127564893415298637972136548863475912,medium
48.1...6...2.........45.83.3...2.......6..5.98..54..16156.................3.6..4.,487193265532876491691452837365921784714638529829547316156384972248719653973265148,medium
..19.4.......7...88962.1........2....73............96..6.7...4.98..1..3....4.9.8.,731984256425673198896251473549862317673195824218347965162738549984516732357429681,medium
.2.......8...2.......6.8....654.98...1..85.6........1..9...4..614...752.7....6.98,623541789874923651951678342265419837319785264487362915598234176146897523732156498,medium
.....9..5....4..69.39.6..1........41.97.84......3.........3.65.8..6........715...,764129385218543769539867214352976841197284536486351927971438652845692173623715498,medium
268.4......31.....7.4.6...2.....71....6..8..3.....47286.....9..9.2........7....3.,268745319593182467714369852829537146476218593351694728645823971932471685187956234,medium
.4.8..3....7...1..6.1..3..4....27.6..14.3678...5.4...2..............1....83..2...,942815376837264159651793824398527461214936785765148932426379518579681243183452697,medium
....86...5..37.19..4...58..1.3.5.........1..6.6.89.73...1....4.4........9.......3,719486325586372194342915867193657482874231956265894731631729548458163279927548613,medium
.....2.59.3.....7.8..9...2..5.....96.27...813..8.......8.2.6...2.65.3.......1.7..,764382159932154678815967324451738296627495813398621547189276435276543981543819762,medium
4.......3.1...2...3..1..7........3....5.1..4.7...4.9..87.9.1.....9.2....14..3...5,427895613916372584358164729294586371635719248781243956873951462569428137142637895,medium
......7..72...8.94...7...13...96..7......1...1.....8696....49.....8.743...12.....,314629758725138694869745213248963175976581342153472869687354921592817436431296587,medium
..7......2.....6...6...54....9.....63.....59....69..214...539....3...2..6.24....7,537946812214378659968125473149532786326817594785694321471253968893761245652489137,medium
..13.9...2.......3...18.49..6......7..3....46742..........41.8.97.........8.7.6..,451369872289754163637182495165498237893217546742635918326541789974826351518973624,medium
..6..3.753.2.6..4....4...8..1.2....3...3......7.....64.4.78.........58.....6.....,496813275382567941751429386814256793569374128273198564145782639637945812928631457,medium
...96..1..1..57.69.............83..5........1..3.2..78...2..89..82.9...7.7.3....2,258964713314857269796132584127683945865749321943521678431275896582496137679318452,medium
15.4..7........39.6.97..1.54.6.......35.....6.7...........3....3.1..74...94...8.1,153429768287516394649783125416352987835971246972648513528134679361897452794265831,medium
..5...641..8.......4..3..5..8..17...37.8.5..6........36.7....352.......4......7..,935782641168594327742631958486317592379825416521469873697148235253976184814253769,medium
.3.8...26....73.4.6...4........627....239.........4.39....57..8...........8...953,437819526259673841681245397893562714742391685516784239324957168965138472178426953,medium
..29.576.....2...9.....6...3....4.8...9.....3.5..984.7....8..54.3.4.2......75....,412935768563827149798146532371264985849571623256398417127689354935412876684753291,medium
.......2.3.92.74.55...946.....7.63...1..4.5......53.9.6......42.7..1.9...........,746531829389267415521894673954726381213948567867153294698375142475612938132489756,medium
8.....3.2..1..3.7..4.....8...35...26516.....3.......1..64..7.......1.73....8...4.,897145362651283974342679185473591826516728493928364517164937258285416739739852641,medium
4...5.8..13...2..9.95.....7..1......9...2...837....5.18.......3...4..2...2....985,467159832138672459295384167581937624946521378372846591819265743753498216624713985,medium
94.7........4..8..2....6...17....4....9.....6...371..9..624...1.12...9.4.8....7..,948725613657413892231986547175692438329854176864371259596247381712538964483169725,medium
....3.......8.76..7........47....98.......5..5..469...8.6.4.13..5.3..7.9.4.5..8..,165934278924817653783625491472153986639278514518469327896742135251386749347591862,medium
....12.9.....63.7.17...........21...5..9.....39...5............75....3..682.79.5.,836712594249563178175498263467821935521937846398645712913254687754186329682379451,medium
.6..2.378.2..6...5.......2....4.9.......7.........87.4..6.375....9..62..3..9..4.6,964521378128763945753894621637419852845672193291358764416237589589146237372985416,hard
.1..5..3.......8...4.17.........43.......1.856..5...9..9....46..5.9..7.....63....,219458637567329841348176529185294376934761285672583194793815462856942713421637958,hard
.7.38...4.....5..1.6..2..3.....1.2...375.......6.....37.3..8..6.4.1....2.817.....,572381694398645721164927538459813267237564189816279453723458916945136872681792345,hard
.27.65.....39.........2..6.....7.4..1.43........1..52..7....2....97.....4.6.5.9..,827465391563917842941823765632579418154382679798146523375691284289734156416258937,hard
3..7...8.1.5...7......3..5.72...5.91.5...2...9.8.......1...7..8..9.8....6..1.....,342751689195648723876239154723865491451972836968314572214597368539486217687123945,hard
34...58.....4..96.9.87..2....9..2...4...5....832......6.3...........9.......64.25,346295871275418963918736254159682437467953182832147596683521749524379618791864325,hard
6.8....2.5.1....67...4......8....9.....8...1.12...4...96......57...29.....5.6...2,698375124541982367273416859387251946456897213129634578962148735734529681815763492,hard
..65..3....234..1.18...2.9....9....8..1.68.4...4.......6.....7...5...9........48.,946581327752349816183672594627954138531268749894713652368495271415827963279136485,hard
.8....7.47..4...23.35...8..1...5......4.....8........1.9...3...2..84....5..21..3.,982361754716485923435927816127658349364192578859734261691573482273846195548219637,hard
......3......9.......287..48.........936..81.6....2....1.....39...1..26.2...491..,952461378784593621136287594821934756493675812675812943518726439349158267267349185,hard
.....7....26.4........2..651....9..2764.......3...5..1912.....76..9..1....57.....,581697234326548719497123865158369472764281953239475681912836547673954128845712396,hard
69...4...2.8.1.................7...28.....69.4...29.......9..6.37.1......24.87..3,693754281248913576715268439139576842852431697467829315581392764376145928924687153,hard
283.5...94.........5.3.87....2..5......9......9.8...51....9....81.2......75...4..,283457619467129835951368724142735986538916247796842351624593178819274563375681492,hard
...4.....9.2.......31..968.....48.....9...3......6.2...6.....452....1.6.5......3.,756483921982716453431259687327948516649125378815367294163892745274531869598674132,hard
3.....91.2..3...........5....429....9.....4.1.3...6.8..51.2.......1....84..93..5.,378652914215349876649871532184297365967583421532416789851724693793165248426938157,hard
.2...6.4...57...2...42....3.6..19.........79......5...7..59......31..9...4..6..3.,128936547635741829974258613467319258351682794892475361716593482583124976249867135,hard
.7.....42.9..24.....598........7.....814.9....4.86.........8.5..6..4.7..9582.....,876315942193724865425986371639172584281459637547863129714698253362541798958237416,hard
..28.5.......94..5.......3..2...8.13...51.....3......9..1.8...2...4.2.56.....6.8.,362875491718394625594621738427968513986513274135247869651789342879432156243156987,hard
....9............55.7.6.34..462.5.1.1.26...973..9..4................3.2...1.5...6,463597281298341675517862349946275813182634597375918462734126958659783124821459736,hard
1.........6.21.4.7..2753.1.....2.64..1..6..3..9....2....5.4..72...3............5.,187496523563218497942753816358127649214869735796534281835641972429375168671982354,hard
..851...72......6.9....6......7.....1....4.9.7...9.584...4.8.1.8.....4...1..679..,368519247257843169941276853492785631185634792736192584679428315823951476514367928,hard
....73.....6..1.24.8.26...98.........4..9....6928....11..73..9......4.82.........,259473816736981524481265379815342967347196258692857431124738695963514782578629143,hard
...4....94...5..6.9.5.6.71.....18.2.....9.......2.7...5.....9.8..7.4......6.751..,762481539413759862985362714349518627271694385658237491534126978197843256826975143,hard
............4......4.35.....9....2..1..5..34..36.7.9.5.6....72.45...2.1...27.3...,715296438623481597849357162594638271178529346236174985361845729457962813982713654,hard
.4..5..6..8.1.....136....4..6...1.288...96...3.528........2.....2.8..69........8.,249358761587164239136972845764531928812496573395287416978623154423815697651749382,hard
3...6.........327..24...86.5..3..74..8.42.6.5....5........7.4.....845....5...1...,378264519695183274124597863569318742781429635243756198836972451917845326452631987,hard
..........8.5.291..1.8...7.7...89.2..217.....6.....15..753.....1.....38...29.....,247691538386572914519834672753189426421765893698423157975348261164257389832916745,hard
.5.18..3..68.....4.....3........2...29..583...1.9.4...5.6....21...2.......9.31...,452186739368729154971543268785312946294658317613974582536897421147265893829431675,hard
2...5.7...8..1359..9..4.3..5...7.2.1...4.....87..3....94..8.......92............3,263859714487213596195746382539678241621495837874132659942387165356921478718564923,hard
...31....95..............7.3..6..8....9.....674...91.....7.3649.....4..5..89.....,872315964953467218164298573315642897289571436746839152521783649697124385438956721,hard
......2...94....65......19.....1.6.9.3..9...1.....542..19..85.34..6.....52..4..1.,176539284294187365358264197745812639832496751961375428619728543483651972527943816,pro
.1.....5.2.4....9.9....1....28..6.......5.81....49.6...612....8.9....2.....8.9..3,716984352284537196953621784528176439649352817137498625361245978895763241472819563,pro
....4.7.......6..51....8..67...3..6...........2......125.......6.415..37.3.8...4.,562941783849376125173528496715234869398615274426789351257493618684152937931867542,pro
....6..58.765.493........4....1....4...3.8.1..8....7.9.5.61.....6....8....7.49...,934761258276584931518932647695127384742398516183456729859613472461275893327849165,pro
3.4...29..6.......1.2.3......942...8.56..8...2...5.......9...3....8.3.265.8......,374681295865297413192534687719426358456318972283759164627945831941873526538162749,pro
......32..8......4........83.5.1....6..3.5.7..718.6.........4.....187..65..4.3.17,194678325283951764756234198345719682628345971971826543817562439439187256562493817,pro
.3...2.....8.....55.6..49..9.32...6........7.8....64..37......9..........295..7.4,734952816298761345516384927943275168162849573857136492371428659485697231629513784,pro
......7.6.94.........6...2..4....2.91..8.63..83..7..1....41....9..........273.9..,251384796694527138378691425746153289129846357835972614563419872917268543482735961,pro
.........2..39..5.....72..3.9.2.3.7...5..96.....65.....1...4537..4..1..9.......2.,973485216281396754456172983698243175325719648147658392812964537734521869569837421,pro
......6..49...7.85...918....2.6..7..74.......9..8.4........3..2...296.7.3..78....,837452619491367285256918437125639748748521396963874521679143852584296173312785964,pro
....6.79......9....8.7...64.7...61.........2..9.2..648....5...1.2.....7...714..56,154863792763429815289715364472586139618934527395271648946357281521698473837142956,pro
.2.9.....59.4217..3....5...24...8..5....5.9............8..97.4...3...82..5.1..397,721936458598421763364875219249718635617253984835649172182397546973564821456182397,pro
..2.6....94.57..6.71...4....7.9452.84...1.7...2.....9...87.9...2..........4.8....,582361974943578162716294385671945238439812756825637491158729643267453819394186527,pro
.9...5...3...4.1.6..5.........43...........9..4.75......9.....7..651.83.7..3..41.,694185273387942156215673948962431785571268394843759621139824567426517839758396412,pro
....73..627.4..1...6....8..1...28..7..........4...5382........34..2...5..16.37.4.,894173526275486139361952874153628497782394615649715382527841963438269751916537248,pro
4...7....69.1....7.....8...9....6.75.......89.854.9.3....5.4......8....1.3.9.7..8,418675392692143857357298614941386275263751489785429136829514763576832941134967528,pro
1.9.....68...67.9..36...8.....37.6...8...5.........9...5...9.1.7...23..8...5..3..,179238456825467193436951827941372685382695741567814932653789214794123568218546379,pro
.2...9....6.51.32..7432...5.3.2.........5..........9.4...9.5.....6.7..51...64....,523769148869514327174328695438297516917456283652183974741935862396872451285641739,pro
8......3....6478.......1.9..1...27..3..7...46.941..2..6..........82..3..9........,861925437239647815475381692516432789382759146794168253647513928158296374923874561,pro
72...5..9.436...8..96...7.3..........3.5782.4....439.........5......23.....36....,728435619143697582596821743274916835931578264685243971312789456467152398859364127,pro
9..4.......3...5....15..6.71..9.2.....6143.......6..........3..6.7.15.9..4.29....,958476123763821549421539687134952768876143952592768431219684375687315294345297816,pro
...89...76....3.....7.......4..3.8...9...1..4..176..5..5....3.8..9..816.1......7.,413896527625473981987152643742935816596281734831764259254617398379548162168329475,pro
.4.......172..48........7...164.....5...1..6.4..3....5.....71.2.35..6.7....2.5...,649873521172594836358621794916452387523718469487369215864937152235146978791285643,pro
...13.8......26...3..87.9.129..87....3.9..7.....3..2...7.....8....2....595...831.,527139864819426537346875921295687143438912756761354298172543689683291475954768312,pro
.6..9..1.8..72......1.......9..167.3.1.27.....3...91...4....69.....8.3.26........,764398215853721964921465837298516743416273589537849126342157698179684352685932471,pro
.....51...1...8.4..8..9657..4..8.2.6...7.4...12.9..........7...2......5...8....64,692475138517238649384196572743581296869724315125963487436857921271649853958312764,pro
8...7.96..5692.8...71..6.........1....2.....3...8..........7..8...51..3..1..9862.,823175964456923871971486352549632187682741593137859246395267418268514739714398625,pro
....1...2.6...2..7.1.4...9..412.697.82......1...............7.8.......2..8713..49,739618452468592137512473896341286975825749361976351284653924718194867523287135649,pro
.1..3....9.4.15..63.5..84....3.6...5.....4..9..7.......68.47.......5..9......18..,716432958984715326325698471143269785852174639697583142268947513431856297579321864,pro
..2..47.........529.5...8......58...7..491....4.7...954...6......1....8...8.42.6.,682534719174986352935217846219658473753491628846723195427865931561379284398142567,pro
